"index","Voltage","state"
223,11.1,"31,10,9.5,0.5,28,10,10.5,1.5"
225,11.2,"31,10,9.5,1.5,28,10,10.5,1.5"
229,11.4,"31,10,9.5,2.5,28,10,10.5,1.5"
229,11.4,"31,10,9.5,3.5,28,10,10.5,1.5"
222,11.05,"31,10,10.5,0.5,28,10,10.5,1.5"
223,11.1,"31,10,10.5,1.5,28,10,10.5,1.5"
225,11.2,"31,10,10.5,2.5,28,10,10.5,1.5"
221,11,"31,10,10.5,3.5,28,10,10.5,1.5"
251,12.5,"31,11,10.5,0.5,28,10,10.5,1.5"
253,12.6,"31,11,10.5,1.5,28,10,10.5,1.5"
257,12.8,"31,11,10.5,2.5,28,10,10.5,1.5"
257,12.8,"31,11,10.5,3.5,28,10,10.5,1.5"
250,12.45,"31,11,11.5,0.5,28,10,10.5,1.5"
251,12.5,"31,11,11.5,1.5,28,10,10.5,1.5"
253,12.6,"31,11,11.5,2.5,28,10,10.5,1.5"
246,12.25,"31,11,11.5,3.5,28,10,10.5,1.5"
202,10.05,"31,9,8.5,0.5,28,10,10.5,2.5"
204,10.15,"31,9,8.5,1.5,28,10,10.5,2.5"
208,10.35,"31,9,8.5,2.5,28,10,10.5,2.5"
208,10.35,"31,9,8.5,3.5,28,10,10.5,2.5"
202,10.05,"31,9,9.5,1.5,28,10,10.5,2.5"
204,10.15,"31,9,9.5,2.5,28,10,10.5,2.5"
202,10.05,"31,9,9.5,3.5,28,10,10.5,2.5"
224,11.15,"31,10,9.5,0.5,28,10,10.5,2.5"
226,11.25,"31,10,9.5,1.5,28,10,10.5,2.5"
230,11.45,"31,10,9.5,2.5,28,10,10.5,2.5"
230,11.45,"31,10,9.5,3.5,28,10,10.5,2.5"
223,11.1,"31,10,10.5,0.5,28,10,10.5,2.5"
224,11.15,"31,10,10.5,1.5,28,10,10.5,2.5"
226,11.25,"31,10,10.5,2.5,28,10,10.5,2.5"
222,11.05,"31,10,10.5,3.5,28,10,10.5,2.5"
252,12.55,"31,11,10.5,0.5,28,10,10.5,2.5"
254,12.65,"31,11,10.5,1.5,28,10,10.5,2.5"
259,12.9,"31,11,10.5,2.5,28,10,10.5,2.5"
259,12.9,"31,11,10.5,3.5,28,10,10.5,2.5"
252,12.55,"31,11,11.5,0.5,28,10,10.5,2.5"
252,12.55,"31,11,11.5,1.5,28,10,10.5,2.5"
254,12.65,"31,11,11.5,2.5,28,10,10.5,2.5"
248,12.35,"31,11,11.5,3.5,28,10,10.5,2.5"
202,10.05,"31,9,8.5,1.5,28,10,10.5,3.5"
206,10.25,"31,9,8.5,2.5,28,10,10.5,3.5"
206,10.25,"31,9,8.5,3.5,28,10,10.5,3.5"
202,10.05,"31,9,9.5,2.5,28,10,10.5,3.5"
222,11.05,"31,10,9.5,0.5,28,10,10.5,3.5"
223,11.1,"31,10,9.5,1.5,28,10,10.5,3.5"
228,11.35,"31,10,9.5,2.5,28,10,10.5,3.5"
228,11.35,"31,10,9.5,3.5,28,10,10.5,3.5"
221,11,"31,10,10.5,0.5,28,10,10.5,3.5"
222,11.05,"31,10,10.5,1.5,28,10,10.5,3.5"
223,11.1,"31,10,10.5,2.5,28,10,10.5,3.5"
220,10.95,"31,10,10.5,3.5,28,10,10.5,3.5"
249,12.4,"31,11,10.5,0.5,28,10,10.5,3.5"
251,12.5,"31,11,10.5,1.5,28,10,10.5,3.5"
255,12.7,"31,11,10.5,2.5,28,10,10.5,3.5"
255,12.7,"31,11,10.5,3.5,28,10,10.5,3.5"
248,12.35,"31,11,11.5,0.5,28,10,10.5,3.5"
249,12.4,"31,11,11.5,1.5,28,10,10.5,3.5"
251,12.5,"31,11,11.5,2.5,28,10,10.5,3.5"
244,12.15,"31,11,11.5,3.5,28,10,10.5,3.5"
207,10.3,"31,8,7.5,2.5,28,11,10.5,0.5"
207,10.3,"31,8,7.5,3.5,28,11,10.5,0.5"
221,11,"31,9,8.5,0.5,28,11,10.5,0.5"
223,11.1,"31,9,8.5,1.5,28,11,10.5,0.5"
229,11.4,"31,9,8.5,2.5,28,11,10.5,0.5"
229,11.4,"31,9,8.5,3.5,28,11,10.5,0.5"
220,10.95,"31,9,9.5,0.5,28,11,10.5,0.5"
221,11,"31,9,9.5,1.5,28,11,10.5,0.5"
223,11.1,"31,9,9.5,2.5,28,11,10.5,0.5"
221,11,"31,9,9.5,3.5,28,11,10.5,0.5"
248,12.35,"31,10,9.5,0.5,28,11,10.5,0.5"
250,12.45,"31,10,9.5,1.5,28,11,10.5,0.5"
256,12.75,"31,10,9.5,2.5,28,11,10.5,0.5"
256,12.75,"31,10,9.5,3.5,28,11,10.5,0.5"
247,12.3,"31,10,10.5,0.5,28,11,10.5,0.5"
248,12.35,"31,10,10.5,1.5,28,11,10.5,0.5"
250,12.45,"31,10,10.5,2.5,28,11,10.5,0.5"
245,12.2,"31,10,10.5,3.5,28,11,10.5,0.5"
202,10.05,"31,8,7.5,1.5,28,11,10.5,1.5"
208,10.35,"31,8,7.5,2.5,28,11,10.5,1.5"
208,10.35,"31,8,7.5,3.5,28,11,10.5,1.5"
202,10.05,"31,8,8.5,2.5,28,11,10.5,1.5"
221,11,"31,9,8.5,0.5,28,11,10.5,1.5"
224,11.15,"31,9,8.5,1.5,28,11,10.5,1.5"
229,11.4,"31,9,8.5,2.5,28,11,10.5,1.5"
229,11.4,"31,9,8.5,3.5,28,11,10.5,1.5"
221,11,"31,9,9.5,0.5,28,11,10.5,1.5"
221,11,"31,9,9.5,1.5,28,11,10.5,1.5"
224,11.15,"31,9,9.5,2.5,28,11,10.5,1.5"
221,11,"31,9,9.5,3.5,28,11,10.5,1.5"
249,12.4,"31,10,9.5,0.5,28,11,10.5,1.5"
251,12.5,"31,10,9.5,1.5,28,11,10.5,1.5"
257,12.8,"31,10,9.5,2.5,28,11,10.5,1.5"
257,12.8,"31,10,9.5,3.5,28,11,10.5,1.5"
248,12.35,"31,10,10.5,0.5,28,11,10.5,1.5"
249,12.4,"31,10,10.5,1.5,28,11,10.5,1.5"
251,12.5,"31,10,10.5,2.5,28,11,10.5,1.5"
246,12.25,"31,10,10.5,3.5,28,11,10.5,1.5"
203,10.1,"31,8,7.5,1.5,28,11,10.5,2.5"
209,10.4,"31,8,7.5,2.5,28,11,10.5,2.5"
209,10.4,"31,8,7.5,3.5,28,11,10.5,2.5"
203,10.1,"31,8,8.5,2.5,28,11,10.5,2.5"
202,10.05,"31,8,8.5,3.5,28,11,10.5,2.5"
223,11.1,"31,9,8.5,0.5,28,11,10.5,2.5"
225,11.2,"31,9,8.5,1.5,28,11,10.5,2.5"
231,11.5,"31,9,8.5,2.5,28,11,10.5,2.5"
231,11.5,"31,9,8.5,3.5,28,11,10.5,2.5"
222,11.05,"31,9,9.5,0.5,28,11,10.5,2.5"
223,11.1,"31,9,9.5,1.5,28,11,10.5,2.5"
225,11.2,"31,9,9.5,2.5,28,11,10.5,2.5"
223,11.1,"31,9,9.5,3.5,28,11,10.5,2.5"
251,12.5,"31,10,9.5,0.5,28,11,10.5,2.5"
253,12.6,"31,10,9.5,1.5,28,11,10.5,2.5"
259,12.9,"31,10,9.5,2.5,28,11,10.5,2.5"
259,12.9,"31,10,9.5,3.5,28,11,10.5,2.5"
250,12.45,"31,10,10.5,0.5,28,11,10.5,2.5"
251,12.5,"31,10,10.5,1.5,28,11,10.5,2.5"
253,12.6,"31,10,10.5,2.5,28,11,10.5,2.5"
248,12.35,"31,10,10.5,3.5,28,11,10.5,2.5"
203,10.1,"31,8,7.5,1.5,28,11,10.5,3.5"
209,10.4,"31,8,7.5,2.5,28,11,10.5,3.5"
209,10.4,"31,8,7.5,3.5,28,11,10.5,3.5"
203,10.1,"31,8,8.5,2.5,28,11,10.5,3.5"
202,10.05,"31,8,8.5,3.5,28,11,10.5,3.5"
223,11.1,"31,9,8.5,0.5,28,11,10.5,3.5"
225,11.2,"31,9,8.5,1.5,28,11,10.5,3.5"
231,11.5,"31,9,8.5,2.5,28,11,10.5,3.5"
231,11.5,"31,9,8.5,3.5,28,11,10.5,3.5"
222,11.05,"31,9,9.5,0.5,28,11,10.5,3.5"
223,11.1,"31,9,9.5,1.5,28,11,10.5,3.5"
225,11.2,"31,9,9.5,2.5,28,11,10.5,3.5"
223,11.1,"31,9,9.5,3.5,28,11,10.5,3.5"
251,12.5,"31,10,9.5,0.5,28,11,10.5,3.5"
253,12.6,"31,10,9.5,1.5,28,11,10.5,3.5"
259,12.9,"31,10,9.5,2.5,28,11,10.5,3.5"
259,12.9,"31,10,9.5,3.5,28,11,10.5,3.5"
250,12.45,"31,10,10.5,0.5,28,11,10.5,3.5"
251,12.5,"31,10,10.5,1.5,28,11,10.5,3.5"
253,12.6,"31,10,10.5,2.5,28,11,10.5,3.5"
248,12.35,"31,10,10.5,3.5,28,11,10.5,3.5"
207,10.3,"31,8,7.5,2.5,28,11,11.5,0.5"
207,10.3,"31,8,7.5,3.5,28,11,11.5,0.5"
220,10.95,"31,9,8.5,0.5,28,11,11.5,0.5"
223,11.1,"31,9,8.5,1.5,28,11,11.5,0.5"
228,11.35,"31,9,8.5,2.5,28,11,11.5,0.5"
228,11.35,"31,9,8.5,3.5,28,11,11.5,0.5"
220,10.95,"31,9,9.5,0.5,28,11,11.5,0.5"
220,10.95,"31,9,9.5,1.5,28,11,11.5,0.5"
223,11.1,"31,9,9.5,2.5,28,11,11.5,0.5"
220,10.95,"31,9,9.5,3.5,28,11,11.5,0.5"
248,12.35,"31,10,9.5,0.5,28,11,11.5,0.5"
250,12.45,"31,10,9.5,1.5,28,11,11.5,0.5"
256,12.75,"31,10,9.5,2.5,28,11,11.5,0.5"
256,12.75,"31,10,9.5,3.5,28,11,11.5,0.5"
247,12.3,"31,10,10.5,0.5,28,11,11.5,0.5"
248,12.35,"31,10,10.5,1.5,28,11,11.5,0.5"
250,12.45,"31,10,10.5,2.5,28,11,11.5,0.5"
245,12.2,"31,10,10.5,3.5,28,11,11.5,0.5"
207,10.3,"31,8,7.5,2.5,28,11,11.5,1.5"
207,10.3,"31,8,7.5,3.5,28,11,11.5,1.5"
221,11,"31,9,8.5,0.5,28,11,11.5,1.5"
223,11.1,"31,9,8.5,1.5,28,11,11.5,1.5"
229,11.4,"31,9,8.5,2.5,28,11,11.5,1.5"
229,11.4,"31,9,8.5,3.5,28,11,11.5,1.5"
220,10.95,"31,9,9.5,0.5,28,11,11.5,1.5"
221,11,"31,9,9.5,1.5,28,11,11.5,1.5"
223,11.1,"31,9,9.5,2.5,28,11,11.5,1.5"
221,11,"31,9,9.5,3.5,28,11,11.5,1.5"
248,12.35,"31,10,9.5,0.5,28,11,11.5,1.5"
250,12.45,"31,10,9.5,1.5,28,11,11.5,1.5"
256,12.75,"31,10,9.5,2.5,28,11,11.5,1.5"
256,12.75,"31,10,9.5,3.5,28,11,11.5,1.5"
247,12.3,"31,10,10.5,0.5,28,11,11.5,1.5"
248,12.35,"31,10,10.5,1.5,28,11,11.5,1.5"
250,12.45,"31,10,10.5,2.5,28,11,11.5,1.5"
245,12.2,"31,10,10.5,3.5,28,11,11.5,1.5"
202,10.05,"31,8,7.5,1.5,28,11,11.5,2.5"
208,10.35,"31,8,7.5,2.5,28,11,11.5,2.5"
208,10.35,"31,8,7.5,3.5,28,11,11.5,2.5"
202,10.05,"31,8,8.5,2.5,28,11,11.5,2.5"
221,11,"31,9,8.5,0.5,28,11,11.5,2.5"
224,11.15,"31,9,8.5,1.5,28,11,11.5,2.5"
229,11.4,"31,9,8.5,2.5,28,11,11.5,2.5"
229,11.4,"31,9,8.5,3.5,28,11,11.5,2.5"
221,11,"31,9,9.5,0.5,28,11,11.5,2.5"
221,11,"31,9,9.5,1.5,28,11,11.5,2.5"
224,11.15,"31,9,9.5,2.5,28,11,11.5,2.5"
221,11,"31,9,9.5,3.5,28,11,11.5,2.5"
249,12.4,"31,10,9.5,0.5,28,11,11.5,2.5"
251,12.5,"31,10,9.5,1.5,28,11,11.5,2.5"
257,12.8,"31,10,9.5,2.5,28,11,11.5,2.5"
257,12.8,"31,10,9.5,3.5,28,11,11.5,2.5"
248,12.35,"31,10,10.5,0.5,28,11,11.5,2.5"
249,12.4,"31,10,10.5,1.5,28,11,11.5,2.5"
251,12.5,"31,10,10.5,2.5,28,11,11.5,2.5"
246,12.25,"31,10,10.5,3.5,28,11,11.5,2.5"
205,10.2,"31,8,7.5,2.5,28,11,11.5,3.5"
205,10.2,"31,8,7.5,3.5,28,11,11.5,3.5"
218,10.85,"31,9,8.5,0.5,28,11,11.5,3.5"
220,10.95,"31,9,8.5,1.5,28,11,11.5,3.5"
225,11.2,"31,9,8.5,2.5,28,11,11.5,3.5"
225,11.2,"31,9,8.5,3.5,28,11,11.5,3.5"
217,10.8,"31,9,9.5,0.5,28,11,11.5,3.5"
218,10.85,"31,9,9.5,1.5,28,11,11.5,3.5"
220,10.95,"31,9,9.5,2.5,28,11,11.5,3.5"
218,10.85,"31,9,9.5,3.5,28,11,11.5,3.5"
244,12.15,"31,10,9.5,0.5,28,11,11.5,3.5"
246,12.25,"31,10,9.5,1.5,28,11,11.5,3.5"
252,12.55,"31,10,9.5,2.5,28,11,11.5,3.5"
252,12.55,"31,10,9.5,3.5,28,11,11.5,3.5"
243,12.1,"31,10,10.5,0.5,28,11,11.5,3.5"
244,12.15,"31,10,10.5,1.5,28,11,11.5,3.5"
246,12.25,"31,10,10.5,2.5,28,11,11.5,3.5"
242,12.05,"31,10,10.5,3.5,28,11,11.5,3.5"
207,10.3,"31,7,6.5,2.5,28,12,11.5,0.5"
207,10.3,"31,7,6.5,3.5,28,12,11.5,0.5"
218,10.85,"31,8,7.5,0.5,28,12,11.5,0.5"
221,11,"31,8,7.5,1.5,28,12,11.5,0.5"
228,11.35,"31,8,7.5,2.5,28,12,11.5,0.5"
228,11.35,"31,8,7.5,3.5,28,12,11.5,0.5"
218,10.85,"31,8,8.5,0.5,28,12,11.5,0.5"
218,10.85,"31,8,8.5,1.5,28,12,11.5,0.5"
221,11,"31,8,8.5,2.5,28,12,11.5,0.5"
220,10.95,"31,8,8.5,3.5,28,12,11.5,0.5"
245,12.2,"31,9,8.5,0.5,28,12,11.5,0.5"
248,12.35,"31,9,8.5,1.5,28,12,11.5,0.5"
255,12.7,"31,9,8.5,2.5,28,12,11.5,0.5"
255,12.7,"31,9,8.5,3.5,28,12,11.5,0.5"
244,12.15,"31,9,9.5,0.5,28,12,11.5,0.5"
245,12.2,"31,9,9.5,1.5,28,12,11.5,0.5"
248,12.35,"31,9,9.5,2.5,28,12,11.5,0.5"
244,12.15,"31,9,9.5,3.5,28,12,11.5,0.5"
207,10.3,"31,7,6.5,2.5,28,12,11.5,1.5"
207,10.3,"31,7,6.5,3.5,28,12,11.5,1.5"
219,10.9,"31,8,7.5,0.5,28,12,11.5,1.5"
222,11.05,"31,8,7.5,1.5,28,12,11.5,1.5"
229,11.4,"31,8,7.5,2.5,28,12,11.5,1.5"
229,11.4,"31,8,7.5,3.5,28,12,11.5,1.5"
218,10.85,"31,8,8.5,0.5,28,12,11.5,1.5"
219,10.9,"31,8,8.5,1.5,28,12,11.5,1.5"
222,11.05,"31,8,8.5,2.5,28,12,11.5,1.5"
220,10.95,"31,8,8.5,3.5,28,12,11.5,1.5"
246,12.25,"31,9,8.5,0.5,28,12,11.5,1.5"
249,12.4,"31,9,8.5,1.5,28,12,11.5,1.5"
256,12.75,"31,9,8.5,2.5,28,12,11.5,1.5"
256,12.75,"31,9,8.5,3.5,28,12,11.5,1.5"
245,12.2,"31,9,9.5,0.5,28,12,11.5,1.5"
246,12.25,"31,9,9.5,1.5,28,12,11.5,1.5"
249,12.4,"31,9,9.5,2.5,28,12,11.5,1.5"
245,12.2,"31,9,9.5,3.5,28,12,11.5,1.5"
208,10.35,"31,7,6.5,2.5,28,12,11.5,2.5"
208,10.35,"31,7,6.5,3.5,28,12,11.5,2.5"
219,10.9,"31,8,7.5,0.5,28,12,11.5,2.5"
222,11.05,"31,8,7.5,1.5,28,12,11.5,2.5"
229,11.4,"31,8,7.5,2.5,28,12,11.5,2.5"
229,11.4,"31,8,7.5,3.5,28,12,11.5,2.5"
218,10.85,"31,8,8.5,0.5,28,12,11.5,2.5"
219,10.9,"31,8,8.5,1.5,28,12,11.5,2.5"
222,11.05,"31,8,8.5,2.5,28,12,11.5,2.5"
221,11,"31,8,8.5,3.5,28,12,11.5,2.5"
246,12.25,"31,9,8.5,0.5,28,12,11.5,2.5"
249,12.4,"31,9,8.5,1.5,28,12,11.5,2.5"
257,12.8,"31,9,8.5,2.5,28,12,11.5,2.5"
257,12.8,"31,9,8.5,3.5,28,12,11.5,2.5"
246,12.25,"31,9,9.5,0.5,28,12,11.5,2.5"
246,12.25,"31,9,9.5,1.5,28,12,11.5,2.5"
249,12.4,"31,9,9.5,2.5,28,12,11.5,2.5"
246,12.25,"31,9,9.5,3.5,28,12,11.5,2.5"
208,10.35,"31,7,6.5,2.5,28,12,11.5,3.5"
208,10.35,"31,7,6.5,3.5,28,12,11.5,3.5"
219,10.9,"31,8,7.5,0.5,28,12,11.5,3.5"
222,11.05,"31,8,7.5,1.5,28,12,11.5,3.5"
229,11.4,"31,8,7.5,2.5,28,12,11.5,3.5"
229,11.4,"31,8,7.5,3.5,28,12,11.5,3.5"
218,10.85,"31,8,8.5,0.5,28,12,11.5,3.5"
219,10.9,"31,8,8.5,1.5,28,12,11.5,3.5"
222,11.05,"31,8,8.5,2.5,28,12,11.5,3.5"
221,11,"31,8,8.5,3.5,28,12,11.5,3.5"
246,12.25,"31,9,8.5,0.5,28,12,11.5,3.5"
249,12.4,"31,9,8.5,1.5,28,12,11.5,3.5"
257,12.8,"31,9,8.5,2.5,28,12,11.5,3.5"
257,12.8,"31,9,8.5,3.5,28,12,11.5,3.5"
246,12.25,"31,9,9.5,0.5,28,12,11.5,3.5"
246,12.25,"31,9,9.5,1.5,28,12,11.5,3.5"
249,12.4,"31,9,9.5,2.5,28,12,11.5,3.5"
246,12.25,"31,9,9.5,3.5,28,12,11.5,3.5"
207,10.3,"31,7,6.5,2.5,28,12,12.5,0.5"
207,10.3,"31,7,6.5,3.5,28,12,12.5,0.5"
218,10.85,"31,8,7.5,0.5,28,12,12.5,0.5"
221,11,"31,8,7.5,1.5,28,12,12.5,0.5"
228,11.35,"31,8,7.5,2.5,28,12,12.5,0.5"
228,11.35,"31,8,7.5,3.5,28,12,12.5,0.5"
217,10.8,"31,8,8.5,0.5,28,12,12.5,0.5"
218,10.85,"31,8,8.5,1.5,28,12,12.5,0.5"
221,11,"31,8,8.5,2.5,28,12,12.5,0.5"
220,10.95,"31,8,8.5,3.5,28,12,12.5,0.5"
245,12.2,"31,9,8.5,0.5,28,12,12.5,0.5"
248,12.35,"31,9,8.5,1.5,28,12,12.5,0.5"
255,12.7,"31,9,8.5,2.5,28,12,12.5,0.5"
255,12.7,"31,9,8.5,3.5,28,12,12.5,0.5"
244,12.15,"31,9,9.5,0.5,28,12,12.5,0.5"
245,12.2,"31,9,9.5,1.5,28,12,12.5,0.5"
248,12.35,"31,9,9.5,2.5,28,12,12.5,0.5"
244,12.15,"31,9,9.5,3.5,28,12,12.5,0.5"
207,10.3,"31,7,6.5,2.5,28,12,12.5,1.5"
207,10.3,"31,7,6.5,3.5,28,12,12.5,1.5"
218,10.85,"31,8,7.5,0.5,28,12,12.5,1.5"
221,11,"31,8,7.5,1.5,28,12,12.5,1.5"
228,11.35,"31,8,7.5,2.5,28,12,12.5,1.5"
228,11.35,"31,8,7.5,3.5,28,12,12.5,1.5"
218,10.85,"31,8,8.5,0.5,28,12,12.5,1.5"
218,10.85,"31,8,8.5,1.5,28,12,12.5,1.5"
221,11,"31,8,8.5,2.5,28,12,12.5,1.5"
220,10.95,"31,8,8.5,3.5,28,12,12.5,1.5"
245,12.2,"31,9,8.5,0.5,28,12,12.5,1.5"
248,12.35,"31,9,8.5,1.5,28,12,12.5,1.5"
255,12.7,"31,9,8.5,2.5,28,12,12.5,1.5"
255,12.7,"31,9,8.5,3.5,28,12,12.5,1.5"
244,12.15,"31,9,9.5,0.5,28,12,12.5,1.5"
245,12.2,"31,9,9.5,1.5,28,12,12.5,1.5"
248,12.35,"31,9,9.5,2.5,28,12,12.5,1.5"
244,12.15,"31,9,9.5,3.5,28,12,12.5,1.5"
207,10.3,"31,7,6.5,2.5,28,12,12.5,2.5"
207,10.3,"31,7,6.5,3.5,28,12,12.5,2.5"
219,10.9,"31,8,7.5,0.5,28,12,12.5,2.5"
222,11.05,"31,8,7.5,1.5,28,12,12.5,2.5"
229,11.4,"31,8,7.5,2.5,28,12,12.5,2.5"
229,11.4,"31,8,7.5,3.5,28,12,12.5,2.5"
218,10.85,"31,8,8.5,0.5,28,12,12.5,2.5"
219,10.9,"31,8,8.5,1.5,28,12,12.5,2.5"
222,11.05,"31,8,8.5,2.5,28,12,12.5,2.5"
220,10.95,"31,8,8.5,3.5,28,12,12.5,2.5"
246,12.25,"31,9,8.5,0.5,28,12,12.5,2.5"
249,12.4,"31,9,8.5,1.5,28,12,12.5,2.5"
256,12.75,"31,9,8.5,2.5,28,12,12.5,2.5"
256,12.75,"31,9,8.5,3.5,28,12,12.5,2.5"
245,12.2,"31,9,9.5,0.5,28,12,12.5,2.5"
246,12.25,"31,9,9.5,1.5,28,12,12.5,2.5"
249,12.4,"31,9,9.5,2.5,28,12,12.5,2.5"
245,12.2,"31,9,9.5,3.5,28,12,12.5,2.5"
203,10.1,"31,7,6.5,2.5,28,12,12.5,3.5"
203,10.1,"31,7,6.5,3.5,28,12,12.5,3.5"
214,10.65,"31,8,7.5,0.5,28,12,12.5,3.5"
217,10.8,"31,8,7.5,1.5,28,12,12.5,3.5"
223,11.1,"31,8,7.5,2.5,28,12,12.5,3.5"
223,11.1,"31,8,7.5,3.5,28,12,12.5,3.5"
213,10.6,"31,8,8.5,0.5,28,12,12.5,3.5"
214,10.65,"31,8,8.5,1.5,28,12,12.5,3.5"
217,10.8,"31,8,8.5,2.5,28,12,12.5,3.5"
216,10.75,"31,8,8.5,3.5,28,12,12.5,3.5"
239,11.9,"31,9,8.5,0.5,28,12,12.5,3.5"
242,12.05,"31,9,8.5,1.5,28,12,12.5,3.5"
249,12.4,"31,9,8.5,2.5,28,12,12.5,3.5"
249,12.4,"31,9,8.5,3.5,28,12,12.5,3.5"
239,11.9,"31,9,9.5,0.5,28,12,12.5,3.5"
239,11.9,"31,9,9.5,1.5,28,12,12.5,3.5"
242,12.05,"31,9,9.5,2.5,28,12,12.5,3.5"
239,11.9,"31,9,9.5,3.5,28,12,12.5,3.5"
207,10.3,"31,6,5.5,2.5,28,13,12.5,0.5"
207,10.3,"31,6,5.5,3.5,28,13,12.5,0.5"
216,10.75,"31,7,6.5,0.5,28,13,12.5,0.5"
219,10.9,"31,7,6.5,1.5,28,13,12.5,0.5"
228,11.35,"31,7,6.5,2.5,28,13,12.5,0.5"
228,11.35,"31,7,6.5,3.5,28,13,12.5,0.5"
215,10.7,"31,7,7.5,0.5,28,13,12.5,0.5"
216,10.75,"31,7,7.5,1.5,28,13,12.5,0.5"
219,10.9,"31,7,7.5,2.5,28,13,12.5,0.5"
219,10.9,"31,7,7.5,3.5,28,13,12.5,0.5"
242,12.05,"31,8,7.5,0.5,28,13,12.5,0.5"
246,12.25,"31,8,7.5,1.5,28,13,12.5,0.5"
255,12.7,"31,8,7.5,2.5,28,13,12.5,0.5"
255,12.7,"31,8,7.5,3.5,28,13,12.5,0.5"
241,12,"31,8,8.5,0.5,28,13,12.5,0.5"
242,12.05,"31,8,8.5,1.5,28,13,12.5,0.5"
246,12.25,"31,8,8.5,2.5,28,13,12.5,0.5"
243,12.1,"31,8,8.5,3.5,28,13,12.5,0.5"
207,10.3,"31,6,5.5,2.5,28,13,12.5,1.5"
207,10.3,"31,6,5.5,3.5,28,13,12.5,1.5"
216,10.75,"31,7,6.5,0.5,28,13,12.5,1.5"
219,10.9,"31,7,6.5,1.5,28,13,12.5,1.5"
228,11.35,"31,7,6.5,2.5,28,13,12.5,1.5"
228,11.35,"31,7,6.5,3.5,28,13,12.5,1.5"
215,10.7,"31,7,7.5,0.5,28,13,12.5,1.5"
216,10.75,"31,7,7.5,1.5,28,13,12.5,1.5"
219,10.9,"31,7,7.5,2.5,28,13,12.5,1.5"
219,10.9,"31,7,7.5,3.5,28,13,12.5,1.5"
242,12.05,"31,8,7.5,0.5,28,13,12.5,1.5"
246,12.25,"31,8,7.5,1.5,28,13,12.5,1.5"
255,12.7,"31,8,7.5,2.5,28,13,12.5,1.5"
255,12.7,"31,8,7.5,3.5,28,13,12.5,1.5"
241,12,"31,8,8.5,0.5,28,13,12.5,1.5"
242,12.05,"31,8,8.5,1.5,28,13,12.5,1.5"
246,12.25,"31,8,8.5,2.5,28,13,12.5,1.5"
244,12.15,"31,8,8.5,3.5,28,13,12.5,1.5"
207,10.3,"31,6,5.5,2.5,28,13,12.5,2.5"
207,10.3,"31,6,5.5,3.5,28,13,12.5,2.5"
216,10.75,"31,7,6.5,0.5,28,13,12.5,2.5"
219,10.9,"31,7,6.5,1.5,28,13,12.5,2.5"
228,11.35,"31,7,6.5,2.5,28,13,12.5,2.5"
228,11.35,"31,7,6.5,3.5,28,13,12.5,2.5"
215,10.7,"31,7,7.5,0.5,28,13,12.5,2.5"
216,10.75,"31,7,7.5,1.5,28,13,12.5,2.5"
219,10.9,"31,7,7.5,2.5,28,13,12.5,2.5"
219,10.9,"31,7,7.5,3.5,28,13,12.5,2.5"
242,12.05,"31,8,7.5,0.5,28,13,12.5,2.5"
246,12.25,"31,8,7.5,1.5,28,13,12.5,2.5"
255,12.7,"31,8,7.5,2.5,28,13,12.5,2.5"
255,12.7,"31,8,7.5,3.5,28,13,12.5,2.5"
241,12,"31,8,8.5,0.5,28,13,12.5,2.5"
242,12.05,"31,8,8.5,1.5,28,13,12.5,2.5"
246,12.25,"31,8,8.5,2.5,28,13,12.5,2.5"
244,12.15,"31,8,8.5,3.5,28,13,12.5,2.5"
207,10.3,"31,6,5.5,2.5,28,13,12.5,3.5"
207,10.3,"31,6,5.5,3.5,28,13,12.5,3.5"
216,10.75,"31,7,6.5,0.5,28,13,12.5,3.5"
219,10.9,"31,7,6.5,1.5,28,13,12.5,3.5"
228,11.35,"31,7,6.5,2.5,28,13,12.5,3.5"
228,11.35,"31,7,6.5,3.5,28,13,12.5,3.5"
215,10.7,"31,7,7.5,0.5,28,13,12.5,3.5"
216,10.75,"31,7,7.5,1.5,28,13,12.5,3.5"
219,10.9,"31,7,7.5,2.5,28,13,12.5,3.5"
219,10.9,"31,7,7.5,3.5,28,13,12.5,3.5"
242,12.05,"31,8,7.5,0.5,28,13,12.5,3.5"
246,12.25,"31,8,7.5,1.5,28,13,12.5,3.5"
255,12.7,"31,8,7.5,2.5,28,13,12.5,3.5"
255,12.7,"31,8,7.5,3.5,28,13,12.5,3.5"
241,12,"31,8,8.5,0.5,28,13,12.5,3.5"
242,12.05,"31,8,8.5,1.5,28,13,12.5,3.5"
246,12.25,"31,8,8.5,2.5,28,13,12.5,3.5"
243,12.1,"31,8,8.5,3.5,28,13,12.5,3.5"
207,10.3,"31,6,5.5,2.5,28,13,13.5,0.5"
207,10.3,"31,6,5.5,3.5,28,13,13.5,0.5"
216,10.75,"31,7,6.5,0.5,28,13,13.5,0.5"
219,10.9,"31,7,6.5,1.5,28,13,13.5,0.5"
228,11.35,"31,7,6.5,2.5,28,13,13.5,0.5"
228,11.35,"31,7,6.5,3.5,28,13,13.5,0.5"
215,10.7,"31,7,7.5,0.5,28,13,13.5,0.5"
216,10.75,"31,7,7.5,1.5,28,13,13.5,0.5"
219,10.9,"31,7,7.5,2.5,28,13,13.5,0.5"
